country,country_code,region,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom,generosity,corruption,happiness_rank
Tunisia,,Africa,4.592,0.9,0.906,0.69,0.271,0.04,,101
Albania,,Europe,4.586,0.916,0.8170000000000001,0.79,0.419,0.149,,102
Sierra Leone,,Africa,4.5710000000000015,0.256,0.813,0.0,0.355,0.238,,103
Congo (Brazzaville),,Africa,4.559,0.682,0.8109999999999999,0.343,0.514,0.091,,104
Bangladesh,,Asia,4.5,0.532,0.85,0.579,0.58,0.153,,105
Sri Lanka,,Asia,4.471,0.918,1.314,0.672,0.585,0.307,,106
Iraq,,Asia,4.456,1.01,0.971,0.536,0.304,0.148,,107
Mali,,Africa,4.447,0.37,1.233,0.152,0.3670000000000001,0.139,,108
Cambodia,,Asia,4.433,0.5489999999999999,1.088,0.457,0.696,0.256,,109
Burkina Faso,,Africa,4.424,0.314,1.097,0.254,0.312,0.175,,110
Egypt,,Africa,4.419,0.885,1.025,0.5529999999999999,0.312,0.092,,111
Kenya,,Africa,4.41,0.493,1.048,0.454,0.504,0.352,,112
Zambia,,Africa,4.377,0.562,1.047,0.295,0.503,0.221,,113
Mauritania,,Africa,4.356,0.557,1.245,0.292,0.129,0.134,,114
Ethiopia,,Africa,4.35,0.308,0.95,0.391,0.452,0.22,,115
Georgia,,Asia,4.34,0.853,0.5920000000000001,0.643,0.375,0.038,,116
Armenia,,Asia,4.3210000000000015,0.816,0.99,0.6659999999999999,0.26,0.077,,117
Myanmar,,Asia,4.308,0.682,1.1740000000000002,0.429,0.58,0.598,,118
Chad,,Africa,4.301,0.358,0.907,0.053,0.189,0.181,,119
Congo (Kinshasa),,Africa,4.245,0.069,1.136,0.204,0.312,0.197,,120
India,,Asia,4.19,0.721,0.747,0.485,0.539,0.172,,121
Niger,,Africa,4.166,0.131,0.867,0.221,0.39,0.175,,122
Uganda,,Africa,4.1610000000000005,0.322,1.09,0.237,0.45,0.259,,123
Benin,,Africa,4.141,0.378,0.3720000000000001,0.24,0.44,0.163,,124
Ukraine,,Europe,4.103,0.7929999999999999,1.413,0.609,0.163,0.187,,125
Togo,,Africa,3.999,0.259,0.474,0.253,0.434,0.158,,126
Guinea,,South America,3.964,0.344,0.792,0.211,0.394,0.185,,127
Madagascar,,Africa,3.774,0.262,0.908,0.402,0.221,0.155,,128
Zimbabwe,,Africa,3.692,0.357,1.094,0.248,0.406,0.132,,129
Afghanistan,,Asia,3.632,0.332,0.537,0.255,0.085,0.191,,130
Botswana,,Africa,3.59,1.017,1.1740000000000002,0.417,0.557,0.042,,131
Malawi,,Africa,3.587,0.186,0.541,0.306,0.531,0.21,,132
Haiti,,South America,3.582,0.315,0.7140000000000001,0.289,0.025,0.392,,133
Liberia,,Africa,3.495,0.076,0.858,0.267,0.419,0.206,,134
Rwanda,,Africa,3.408,0.332,0.8959999999999999,0.4,0.636,0.2,,135
Yemen,,Asia,3.355,0.442,1.073,0.343,0.244,0.083,,136
Tanzania,,Africa,3.303,0.455,0.991,0.381,0.481,0.27,,137
Burundi,,Africa,2.905,0.091,0.627,0.145,0.065,0.149,,138
