country,country_code,region,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom,generosity,corruption,happiness_rank
Panama,,South America,6.7010000000000005,1.18306,,0.70835,0.48927,0.2418,,24
Argentina,,South America,6.65,1.15137,,0.69711,0.42284,0.10989,,25
Czech Republic,,Europe,6.596,1.30915,,0.76376,0.41418,0.09929,,26
United Arab Emirates,,Asia,6.573,1.57352,,0.72993,0.56215,0.26591,,27
Uruguay,,South America,6.545,1.18157,,0.72183,0.54388,0.18056,,28
Malta,,Europe,6.488,1.30782,,0.80315,0.54994,0.56237,,29
Colombia,,South America,6.481,1.03032,,0.59659,0.44735,0.1562599999999999,,30
France,,Europe,6.478,1.39488,,0.83795,0.46562,0.1216,,31
Thailand,,Asia,6.474,1.0893,,0.64915,0.49553,0.58696,,32
Saudi Arabia,,Asia,6.379,1.48953,,0.59267,0.37904,0.15457,,33
Spain,,Europe,6.3610000000000015,1.34253,,0.8789600000000001,0.37545,0.17665,,34
Algeria,,Africa,6.355,1.05266,,0.6180399999999999,0.21006,0.07044,,35
Guatemala,,South America,6.324,0.83454,,0.5403899999999999,0.50379,0.28808,,36
Kuwait,,Asia,6.239,1.61714,,0.63569,0.43166,0.15965,,37
Bahrain,,Asia,6.218,1.44024,,0.65696,0.47375,0.17147,,38
Venezuela,,South America,6.084,1.1336700000000002,,0.6190399999999999,0.19847,0.0425,,39
Slovakia,,Europe,6.0779999999999985,1.27973,,0.70367,0.23391,0.13837,,40
El Salvador,,South America,6.068,0.8737,,0.596,0.37269,0.08877,,41
Malaysia,,Asia,6.005,1.25142,,0.62366,0.39031,0.41474,,42
Nicaragua,,South America,5.992000000000001,0.69384,,0.65213,0.46582,0.29773,,43
Uzbekistan,,Asia,5.987,0.7359100000000001,,0.50163,0.60848,0.34326,,44
Italy,,Europe,5.977,1.35495,,0.8510200000000001,0.18827,0.16684,,45
Ecuador,,South America,5.976,0.97306,,0.68613,0.4027,0.10074,,46
Japan,,Asia,5.921,1.38007,,0.91491,0.46761,0.10224,,47
Kazakhstan,,Asia,5.919,1.22943,,0.57386,0.4052,0.15011,,48
Moldova,,Europe,5.897,0.69177,,0.5230899999999999,0.25202,0.19997,,49
Russia,,Europe,5.856,1.2322799999999998,,0.58991,0.32682,0.02736,,50
South Korea,,Asia,5.835,1.35948,,0.88645,0.25168,0.18824,,51
Poland,,Europe,5.835,1.24585,,0.69058,0.4519,0.14443,,52
Bolivia,,South America,5.822,0.79422,,0.4697,0.50961,0.21698,,53
Lithuania,,Europe,5.813,1.2692,,0.64674,0.18929,0.02025,,54
Belarus,,Europe,5.8020000000000005,1.1306200000000002,,0.6310399999999999,0.29091,0.13942,,55
Slovenia,,Europe,5.768,1.29947,,0.79151,0.53164,0.25738,,56
Peru,,South America,5.7429999999999986,0.99602,,0.6299399999999999,0.37502,0.14527,,57
Turkmenistan,,Asia,5.658,1.08017,,0.4400600000000001,0.37408,0.22567,,58
Mauritius,,Africa,5.648,1.14372,,0.66189,0.46145,0.36951,,59
Libya,,Africa,5.615,1.0668799999999998,,0.52304,0.40672,0.17087,,60
Latvia,,Europe,5.56,1.21788,,0.63952,0.27996,0.17445,,61
Cyprus,,Asia,5.546,1.31857,,0.8488,0.29507,0.27906,,62
Paraguay,,South America,5.5379999999999985,0.8937299999999999,,0.58295,0.46235,0.25296,,63
Romania,,Europe,5.528,1.1697,,0.67602,0.36712,0.12889,,64
Estonia,,Europe,5.517,1.27964,,0.68098,0.41511,0.08423,,65
Jamaica,,South America,5.51,0.89333,,0.5946899999999999,0.43597,0.22245,,66
Croatia,,Europe,5.488,1.18649,,0.70524,0.23907,0.18434,,67
Kosovo,,Europe,5.401,0.90145,,0.54,0.14396,0.27992,,68
Turkey,,Asia,5.3889999999999985,1.1649200000000002,,0.64718,0.23889,0.04707,,69
Indonesia,,Asia,5.314,0.95104,,0.49374,0.39237,0.56521,,70
Jordan,,Asia,5.303,0.99673,,0.60712,0.36023,0.14262,,71
Azerbaijan,,Asia,5.291,1.12373,,0.54504,0.35327,0.0564,,72
Philippines,,Asia,5.279,0.81217,,0.4703600000000001,0.5485399999999999,0.21674,,73
China,CHN,Asia,5.245,1.0278,,0.73561,0.44012,0.04959,,74
Kyrgyzstan,,Asia,5.185,0.5604399999999999,,0.5544899999999999,0.40212,0.38432,,75
Serbia,,Europe,5.1770000000000005,1.03437,,0.6458,0.15718,0.20737,,76
Bosnia and Herzegovina,,Europe,5.1629999999999985,0.93383,,0.7076600000000001,0.09511,0.29889,,77
Montenegro,,Europe,5.1610000000000005,1.07838,,0.6353300000000001,0.15111,0.1719099999999999,,78
Dominican Republic,,South America,5.155,1.02787,,0.5766899999999999,0.52259,0.21286,,79
Morocco,,Africa,5.151,0.8405799999999999,,0.5947100000000001,0.25646,0.04053,,80
Hungary,,Europe,5.145,1.24142,,0.67608,0.1977,0.099,,81
Pakistan,,Asia,5.1320000000000014,0.68816,,0.40306,0.14622,0.31185,,82
Lebanon,,Asia,5.129,1.12268,,0.76171,0.26228,0.2369300000000001,,83
Portugal,,Europe,5.122999999999998,1.27607,,0.7936300000000001,0.44727,0.11691,,84
Vietnam,,Asia,5.061,0.74037,,0.66157,0.5595399999999999,0.25075,,85
Tunisia,,Africa,5.045,0.97724,,0.59577,0.23553,0.03936,,86
Greece,,Europe,5.033,1.24886,,0.80029,0.05822,0.0,,87
Tajikistan,,Asia,4.996,0.48835,,0.5311899999999999,0.43408,0.25998,,88
Mongolia,,Asia,4.907,0.98853,,0.55469,0.35972,0.34539,,89
Nigeria,,Africa,4.875,0.75216,,0.05108,0.27854,0.23219,,90
Honduras,,South America,4.871,0.69429,,0.5838300000000001,0.26755,0.2044,,91
Iran,,Asia,4.813,1.11758,,0.64232,0.22544,0.38538,,92
Zambia,,Africa,4.795,0.61202,,0.23573,0.42662,0.17866,,93
Nepal,,Asia,4.793,0.4462600000000001,,0.50073,0.37012,0.3816,,94
Palestinian Territories,,Asia,4.754,0.67024,,0.56844,0.17744,0.11154,,95
Albania,,Europe,4.655,0.9553,,0.73007,0.31866,0.1684,,96
Bangladesh,,Asia,4.643,0.54177,,0.52989,0.39778,0.19132,,97
Sierra Leone,,Africa,4.635,0.36485,,0.0,0.30685,0.23897,,98
Iraq,,Asia,4.575,1.07474,,0.51076,0.24856,0.19589,,99
Cameroon,,Africa,4.513,0.5249699999999999,,0.1269799999999999,0.42736,0.2268,,100
Ethiopia,,Africa,4.508,0.29283,,0.34578,0.36703,0.29522,,101
South Africa,,Africa,4.459,1.02416,,0.18611,0.42483,0.13656,,102
Sri Lanka,,Asia,4.415,0.97318,,0.62007,0.50817,0.46978,,103
India,,Asia,4.404,0.74036,,0.45091,0.40285,0.25028,,104
Myanmar,,Asia,4.395,0.34112,,0.3988,0.42692,0.81971,,105
Egypt,,Africa,4.362,0.95395,,0.5211600000000001,0.18847,0.1270599999999999,,106
Armenia,,Asia,4.36,0.8608600000000001,,0.64083,0.14037,0.07793,,107
Kenya,,Africa,4.356,0.52267,,0.30147,0.40576,0.41328,,108
Ukraine,,Europe,4.324,0.87287,,0.58628,0.12859,0.20363,,109
Ghana,,Africa,4.276,0.63107,,0.29681,0.40973,0.21203,,110
Congo (Kinshasa),,Africa,4.272,0.05661,,0.188,0.15602,0.25458,,111
Georgia,,Asia,4.252,0.8379200000000001,,0.64035,0.32461,0.06786,,112
Congo (Brazzaville),,Africa,4.2360000000000015,0.7710899999999999,,0.28212,0.37938,0.12077,,113
Senegal,,Africa,4.2189999999999985,0.44314,,0.40457,0.31056,0.19103,,114
Bulgaria,,Europe,4.217,1.11306,,0.67806,0.21219,0.12793,,115
Mauritania,,Africa,4.2010000000000005,0.6139100000000001,,0.28639,0.1268,0.22686,,116
Zimbabwe,,Africa,4.1930000000000005,0.35041,,0.1595,0.25429,0.18503,,117
Malawi,,Africa,4.1560000000000015,0.08709,,0.29364,0.4143,0.30968,,118
Gabon,,Africa,4.121,1.15851,,0.3494,0.28098,0.06244,,119
Mali,,Africa,4.073,0.31292,,0.16347,0.27544,0.21064,,120
Haiti,,South America,4.0280000000000005,0.34097,,0.27494,0.12072,0.47958,,121
Botswana,,Africa,3.974,1.09426,,0.34752,0.44089,0.12425,,122
Ivory Coast,,Africa,3.916,0.55507,,0.04476,0.40663,0.20338,,123
Cambodia,,Asia,3.907,0.55604,,0.42494,0.5885199999999999,0.40339,,124
Niger,,Africa,3.856,0.1327,,0.26162,0.38041,0.2097,,125
Chad,,Africa,3.763,0.42214,,0.03824,0.12807,0.18667,,126
Burkina Faso,,Africa,3.739,0.31995,,0.21297,0.3337,0.24353,,127
Uganda,,Africa,3.739,0.34719,,0.19625,0.43653,0.27102,,128
Yemen,,Asia,3.724,0.57939,,0.31048,0.2287,0.09821,,129
Madagascar,,Africa,3.695,0.27954,,0.37109,0.13684,0.2204,,130
Tanzania,,Africa,3.666,0.47155,,0.357,0.3176,0.31472,,131
Liberia,,Africa,3.622,0.10706,,0.23165,0.25748,0.24063,,132
Guinea,,South America,3.607,0.22415,,0.18829,0.30953,0.29914,,133
Rwanda,,Africa,3.515,0.32846,,0.31865,0.5432,0.23552,,134
Benin,,Africa,3.484,0.39499,,0.21028,0.39747,0.2018,,135
Afghanistan,,Asia,3.36,0.38227,,0.17344,0.1643,0.31268,,136
Togo,,Africa,3.303,0.28123,,0.24811,0.34678,0.17517,,137
Burundi,,Africa,2.905,0.06831,,0.15747,0.0432,0.2029,,138
