country,country_code,region,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom,generosity,corruption,happiness_rank
Palestinian Territories,,Asia,4.552800179,0.587819219,1.194755554,0.613826573,0.29870075,0.091816261,,115
Uganda,,Africa,4.43200016,0.312337428,1.052327394,0.378311664,0.401682556,0.264807373,,116
Chad,,Africa,4.422699928,0.302287489,0.739118278,0.1087441,0.228601769,0.210805088,,117
Tunisia,,Africa,4.392199993,0.874742687,0.8721677059999999,0.781156719,0.235860556,0.055881143,,118
Mauritania,,Africa,4.374599934,0.539684892,1.113323569,0.425184816,0.185714483,0.128899664,,119
Sri Lanka,,Asia,4.327000141,0.897986948,1.19494009,0.792036712,0.528632462,0.252666146,,120
Congo (Kinshasa),,Africa,4.31099987,0.062487468,0.833055019,0.277212054,0.36462298,0.254324883,,121
Myanmar,,Asia,4.308000088,0.67809093,1.098178267,0.495443076,0.5974788670000001,0.569813728,,122
Togo,,Africa,4.187200069,0.268116266,0.547622859,0.342731178,0.303539038,0.200774252,,123
Ethiopia,,Africa,4.186200142,0.315125644,1.001103282,0.483846247,0.41256687,0.227698103,,124
Madagascar,,Africa,4.165599823,0.244553208,0.823694348,0.500617027,0.192967549,0.191190064,,125
Egypt,,Africa,4.151400089,0.8752289409999999,0.982539535,0.596911311,0.373684734,0.068801254,,126
Sierra Leone,,Africa,3.926399946,0.240560383,0.747984946,0.203953966,0.382027686,0.257647008,,127
Burundi,,Africa,3.775300026,0.0,0.403575271,0.295212835,0.275399059,0.187401786,,128
Zambia,,Africa,3.759399891,0.536833763,0.8960372809999999,0.36359334,0.49131754,0.250620902,,129
Haiti,,South America,3.720799923,0.284734428,0.646671355,0.37436673,0.169297516,0.463909656,,130
India,,Asia,3.573299885,0.730576158,0.644198656,0.54057014,0.5811422470000001,0.237072483,,131
Malawi,,Africa,3.538000107,0.176534727,0.53036809,0.446163297,0.487389833,0.213185057,,132
Yemen,,Asia,3.527400017,0.392701775,1.177477121,0.41500017,0.243721485,0.094689012,,133
Botswana,,Africa,3.478899956,0.997548997,1.08569479,0.494101733,0.50908941,0.033407487,,134
Tanzania,,Africa,3.476200104,0.457163125,0.872674644,0.442677855,0.5093430879999999,0.27154091,,135
Rwanda,,Africa,3.312299967,0.343242675,0.522876322,0.572383285,0.604087889,0.235704988,,136
Zimbabwe,,Africa,3.2992000580000003,0.425564021,1.047835231,0.375037611,0.37740472,0.151349187,,137
Afghanistan,,Asia,2.566900015,0.30070585,0.356433839,0.266051531,0.0,0.135234714,,138
