LocID,LocTypeName,ParentID,Location,PopMale,PopFemale,PopTotal,PopDensity
762,Country/Area,5500.0,Tajikistan,5101.342,5288.457,10389.799,72.605
795,Country/Area,5500.0,Turkmenistan,3611.349,3753.088,7364.438,15.671
860,Country/Area,5500.0,Uzbekistan,17982.214,17670.093,35652.307,83.809
156,Country/Area,906.0,China,725223.289,697361.644,1422584.933,148.186
344,Country/Area,906.0,"China, Hong Kong SAR",3355.119,4087.615,7442.734,6772.279
446,Country/Area,906.0,"China, Macao SAR",329.315,384.596,713.912,22309.734
158,Country/Area,906.0,"China, Taiwan Province of China",11553.63,11763.514,23317.145,658.49
408,Country/Area,906.0,Dem. People's Republic of Korea,13058.006,13360.198,26418.204,219.402
392,Country/Area,906.0,Japan,60699.976,63670.971,124370.947,330.05
496,Country/Area,906.0,Mongolia,1712.261,1719.672,3431.932,2.204
410,Country/Area,906.0,Republic of Korea,25831.859,25916.88,51748.739,523.016
4,Country/Area,5501.0,Afghanistan,20924.078,20530.683,41454.761,63.846
50,Country/Area,5501.0,Bangladesh,84357.711,87109.279,171466.99,1317.254
64,Country/Area,5501.0,Bhutan,420.683,365.702,786.385,20.482
356,Country/Area,5501.0,India,741883.264,696186.332,1438069.596,483.679
364,Country/Area,5501.0,Iran (Islamic Republic of),46061.601,44547.105,90608.707,55.631
462,Country/Area,5501.0,Maldives,326.618,199.376,525.994,1753.313
524,Country/Area,5501.0,Nepal,14279.233,15415.382,29694.614,201.756
586,Country/Area,5501.0,Pakistan,125731.25,121773.246,247504.495,321.067
144,Country/Area,5501.0,Sri Lanka,11115.844,11855.773,22971.617,366.344
96,Country/Area,920.0,Brunei Darussalam,243.888,215.06,458.949,79.609
116,Country/Area,920.0,Cambodia,8533.951,8889.93,17423.88,96.246
360,Country/Area,920.0,Indonesia,141255.766,139934.3,281190.067,147.148
418,Country/Area,920.0,Lao People's Democratic Republic,3851.87,3813.122,7664.993,33.211
458,Country/Area,920.0,Malaysia,18410.069,16716.229,35126.298,106.913
104,Country/Area,920.0,Myanmar,26956.235,27177.562,54133.798,82.863
608,Country/Area,920.0,Philippines,57310.817,57580.382,114891.199,382.971
702,Country/Area,920.0,Singapore,2992.378,2796.711,5789.09,8475.973
764,Country/Area,920.0,Thailand,34950.007,36752.429,71702.435,140.348
626,Country/Area,920.0,Timor-Leste,697.774,686.512,1384.286,93.093
704,Country/Area,920.0,Viet Nam,49150.969,51201.223,100352.192,320.196
51,Country/Area,922.0,Armenia,1365.373,1578.02,2943.393,103.408
31,Country/Area,922.0,Azerbaijan,5055.977,5262.23,10318.207,124.83
48,Country/Area,922.0,Bahrain,974.396,595.269,1569.666,2004.681
196,Country/Area,922.0,Cyprus,677.601,667.374,1344.976,145.56
268,Country/Area,922.0,Georgia,1774.407,2033.085,3807.492,54.792
368,Country/Area,922.0,Iraq,22614.115,22459.934,45074.049,103.827
376,Country/Area,922.0,Israel,4606.908,4649.406,9256.314,427.682
400,Country/Area,922.0,Jordan,5903.251,5535.962,11439.213,128.829
414,Country/Area,922.0,Kuwait,2959.273,1879.508,4838.782,271.567
422,Country/Area,922.0,Lebanon,2806.602,2966.891,5773.493,564.369
512,Country/Area,922.0,Oman,3134.49,1914.778,5049.269,16.314
634,Country/Area,922.0,Qatar,2130.528,848.554,2979.082,257.128
682,Country/Area,922.0,Saudi Arabia,20176.188,13088.104,33264.292,15.474
275,Country/Area,922.0,State of Palestine,2688.31,2720.892,5409.202,898.538
760,Country/Area,922.0,Syrian Arab Republic,11795.581,11799.042,23594.623,128.434
792,Country/Area,922.0,Türkiye,43577.543,43692.958,87270.501,113.397
784,Country/Area,922.0,United Arab Emirates,6812.243,3829.838,10642.081,149.838
887,Country/Area,922.0,Yemen,19950.332,19440.467,39390.799,74.608
112,Country/Area,923.0,Belarus,4248.248,4867.432,9115.68,44.925
100,Country/Area,923.0,Bulgaria,3289.032,3506.771,6795.803,62.694
203,Country/Area,923.0,Czechia,5330.203,5479.514,10809.716,140.017
348,Country/Area,923.0,Hungary,4648.079,5038.384,9686.463,106.997
616,Country/Area,923.0,Poland,18784.689,19978.155,38762.844,126.596
498,Country/Area,923.0,Republic of Moldova,1411.613,1655.457,3067.07,93.275
642,Country/Area,923.0,Romania,9260.257,9858.221,19118.479,83.096
643,Country/Area,923.0,Russian Federation,67535.082,77905.419,145440.5,8.882
703,Country/Area,923.0,Slovakia,2694.215,2823.84,5518.055,112.538
804,Country/Area,923.0,Ukraine,17544.336,20188.5,37732.836,65.133
208,Country/Area,924.0,Denmark,2956.546,2991.59,5948.136,140.306
233,Country/Area,924.0,Estonia,649.384,717.812,1367.196,31.454
234,Country/Area,924.0,Faroe Islands,28.297,26.416,54.714,39.504
246,Country/Area,924.0,Finland,2768.017,2833.169,5601.185,18.524
831,Country/Area,924.0,Guernsey,31.651,32.367,64.017,1000.266
352,Country/Area,924.0,Iceland,198.429,189.129,387.558,3.866
372,Country/Area,924.0,Ireland,2572.588,2624.043,5196.63,76.011
833,Country/Area,924.0,Isle of Man,41.683,42.483,84.165,147.142
832,Country/Area,924.0,Jersey,51.175,52.499,103.674,893.746
428,Country/Area,924.0,Latvia,871.905,1010.49,1882.396,30.25
440,Country/Area,924.0,Lithuania,1345.803,1508.295,2854.099,45.577
578,Country/Area,924.0,Norway,2780.922,2738.245,5519.167,18.142
752,Country/Area,924.0,Sweden,5313.529,5237.965,10551.494,25.903
826,Country/Area,924.0,United Kingdom,33812.594,34870.368,68682.962,282.948
8,Country/Area,925.0,Albania,1390.104,1421.551,2811.655,102.623
20,Country/Area,925.0,Andorra,41.354,39.502,80.856,172.034
70,Country/Area,925.0,Bosnia and Herzegovina,1514.667,1670.406,3185.073,62.212
191,Country/Area,925.0,Croatia,1878.697,2017.326,3896.023,69.701
292,Country/Area,925.0,Gibraltar,19.145,19.326,38.471,3847.05
300,Country/Area,925.0,Greece,4961.195,5281.713,10242.908,78.298
336,Country/Area,925.0,Holy See,0.237,0.259,0.496,1126.136
380,Country/Area,925.0,Italy,29062.453,30437.0,59499.453,201.029
412,Country/Area,925.0,Kosovo (under UNSC res. 1244),836.211,863.82,1700.031,155.895
470,Country/Area,925.0,Malta,276.567,256.389,532.956,1691.924
499,Country/Area,925.0,Montenegro,304.868,328.683,633.552,45.87
807,Country/Area,925.0,North Macedonia,890.884,940.918,1831.802,73.528
620,Country/Area,925.0,Portugal,4968.787,5461.952,10430.738,113.396
674,Country/Area,925.0,San Marino,16.584,17.148,33.733,552.992
688,Country/Area,925.0,Serbia,3216.668,3556.533,6773.201,88.266
705,Country/Area,925.0,Slovenia,1063.74,1054.656,2118.396,105.194
724,Country/Area,925.0,Spain,23524.424,24387.156,47911.579,95.374
40,Country/Area,926.0,Austria,4494.035,4636.394,9130.429,110.646
56,Country/Area,926.0,Belgium,5773.561,5939.332,11712.893,386.845
250,Country/Area,926.0,France,32202.286,34236.535,66438.822,120.496
276,Country/Area,926.0,Germany,41745.842,42802.389,84548.231,242.564
438,Country/Area,926.0,Liechtenstein,19.666,19.931,39.598,247.488
442,Country/Area,926.0,Luxembourg,334.676,330.421,665.098,256.795
492,Country/Area,926.0,Monaco,19.069,19.887,38.956,26145.302
528,Country/Area,926.0,Netherlands,8986.255,9106.269,18092.524,537.333
756,Country/Area,926.0,Switzerland,4405.221,4465.34,8870.561,221.808
660,Country/Area,915.0,Anguilla,7.003,7.407,14.41,163.75
28,Country/Area,915.0,Antigua and Barbuda,44.408,48.907,93.316,212.081
533,Country/Area,915.0,Aruba,50.98,56.959,107.939,599.658
44,Country/Area,915.0,Bahamas,190.909,208.532,399.44,74.55
52,Country/Area,915.0,Barbados,135.364,146.971,282.336,656.595
535,Country/Area,915.0,"Bonaire, Sint Eustatius and Saba",15.424,14.475,29.898,91.154
92,Country/Area,915.0,British Virgin Islands,18.413,20.572,38.985,253.149
136,Country/Area,915.0,Cayman Islands,36.676,36.362,73.038,303.062
192,Country/Area,915.0,Cuba,5438.94,5580.991,11019.931,103.223
531,Country/Area,915.0,Curaçao,88.198,97.229,185.427,437.328
212,Country/Area,915.0,Dominica,33.298,33.212,66.51,88.681
214,Country/Area,915.0,Dominican Republic,5634.533,5696.733,11331.265,234.548
308,Country/Area,915.0,Grenada,58.747,58.334,117.081,344.356
312,Country/Area,915.0,Guadeloupe,170.47,206.047,376.517,231.275
332,Country/Area,915.0,Haiti,5761.588,5875.81,11637.398,422.119
388,Country/Area,915.0,Jamaica,1404.742,1435.044,2839.786,262.215
474,Country/Area,915.0,Martinique,157.185,188.816,346.002,326.417
500,Country/Area,915.0,Montserrat,2.207,2.214,4.42,42.917
630,Country/Area,915.0,Puerto Rico,1527.574,1714.448,3242.023,372.989
652,Country/Area,915.0,Saint Barthélemy,5.191,5.894,11.085,503.864
659,Country/Area,915.0,Saint Kitts and Nevis,22.408,24.35,46.758,179.838
662,Country/Area,915.0,Saint Lucia,88.599,90.686,179.285,291.046
663,Country/Area,915.0,Saint Martin (French part),12.857,14.658,27.515,519.142
670,Country/Area,915.0,Saint Vincent and the Grenadines,51.664,49.658,101.323,259.801
534,Country/Area,915.0,Sint Maarten (Dutch part),20.834,21.916,42.749,1257.324
780,Country/Area,915.0,Trinidad and Tobago,743.28,759.653,1502.932,292.969
796,Country/Area,915.0,Turks and Caicos Islands,23.133,23.065,46.198,48.629
850,Country/Area,915.0,United States Virgin Islands,40.958,44.743,85.701,244.86
84,Country/Area,916.0,Belize,207.487,203.619,411.106,18.023
188,Country/Area,916.0,Costa Rica,2523.133,2582.392,5105.525,99.991
222,Country/Area,916.0,El Salvador,2997.185,3312.439,6309.624,304.519
320,Country/Area,916.0,Guatemala,8989.012,9135.826,18124.838,169.138
340,Country/Area,916.0,Honduras,5359.7,5285.151,10644.851,97.593
484,Country/Area,916.0,Mexico,62926.132,66813.628,129739.759,66.219
558,Country/Area,916.0,Nicaragua,3355.587,3468.026,6823.613,56.703
591,Country/Area,916.0,Panama,2229.872,2228.887,4458.759,60.11
32,Country/Area,931.0,Argentina,22596.984,22941.416,45538.401,16.311
68,Country/Area,931.0,Bolivia (Plurinational State of),6135.731,6108.428,12244.159,11.303
76,Country/Area,931.0,Brazil,103913.061,107227.668,211140.729,25.262
152,Country/Area,931.0,Chile,9770.154,9888.682,19658.835,26.109
170,Country/Area,931.0,Colombia,25818.556,26502.596,52321.152,46.562
218,Country/Area,931.0,Ecuador,8964.951,9015.132,17980.083,72.395
238,Country/Area,931.0,Falkland Islands (Malvinas),1.718,1.759,3.477,0.286
254,Country/Area,931.0,French Guiana,145.958,157.444,303.402,3.691
328,Country/Area,931.0,Guyana,402.457,423.896,826.353,4.198
600,Country/Area,931.0,Paraguay,3432.398,3411.748,6844.146,16.922
604,Country/Area,931.0,Peru,16835.443,17010.174,33845.617,26.44
740,Country/Area,931.0,Suriname,314.349,314.537,628.886,4.031
858,Country/Area,931.0,Uruguay,1643.01,1745.071,3388.081,19.562
862,Country/Area,931.0,Venezuela (Bolivarian Republic of),13988.508,14312.345,28300.854,30.881
60,Country/Area,918.0,Bermuda,31.68,33.019,64.698,1198.111
124,Country/Area,918.0,Canada,19515.575,19783.529,39299.105,4.322
304,Country/Area,918.0,Greenland,29.44,26.483,55.922,0.136
666,Country/Area,918.0,Saint Pierre and Miquelon,2.809,2.873,5.681,24.702
840,Country/Area,918.0,United States of America,172588.709,170888.625,343477.335,37.548
36,Country/Area,927.0,Australia,13123.656,13327.469,26451.124,3.443
554,Country/Area,927.0,New Zealand,2569.512,2603.323,5172.836,19.527
242,Country/Area,928.0,Fiji,458.652,465.493,924.145,50.583
540,Country/Area,928.0,New Caledonia,142.962,146.908,289.87,15.857
598,Country/Area,928.0,Papua New Guinea,5347.98,5041.654,10389.635,22.942
90,Country/Area,928.0,Solomon Islands,409.074,390.932,800.005,27.782
548,Country/Area,928.0,Vanuatu,161.798,158.611,320.409,26.285
316,Country/Area,954.0,Guam,84.417,82.09,166.506,307.775
296,Country/Area,954.0,Kiribati,64.231,68.3,132.53,182.549
584,Country/Area,954.0,Marshall Islands,19.904,18.924,38.827,215.706
583,Country/Area,954.0,Micronesia (Fed. States of),55.975,56.655,112.63,160.901
520,Country/Area,954.0,Nauru,6.048,5.827,11.875,593.75
580,Country/Area,954.0,Northern Mariana Islands,23.798,21.345,45.143,98.781
585,Country/Area,954.0,Palau,9.555,8.172,17.727,38.538
16,Country/Area,957.0,American Samoa,24.002,23.52,47.521,237.605
184,Country/Area,957.0,Cook Islands,6.978,7.245,14.222,59.258
258,Country/Area,957.0,French Polynesia,142.256,138.862,281.118,76.308
570,Country/Area,957.0,Niue,0.876,0.942,1.817,6.99
882,Country/Area,957.0,Samoa,109.073,107.591,216.663,76.559
772,Country/Area,957.0,Tokelau,1.174,1.224,2.397,199.792
776,Country/Area,957.0,Tonga,49.59,55.007,104.597,160.919
798,Country/Area,957.0,Tuvalu,5.021,4.795,9.816,327.183
876,Country/Area,957.0,Wallis and Futuna Islands,5.42,5.951,11.37,81.218
