country,country_code,region,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom,generosity,corruption,happiness_rank
Finland,,Europe,7.740699768066406,1.8440535068511963,1.5723668336868286,0.6947925686836243,0.8592941761016846,0.1416743397712707,0.5461577773094177,1
Denmark,,Europe,7.582699775695801,1.9077976942062376,1.520361304283142,0.6989444494247437,0.8227398991584778,0.2035785615444183,0.5484128594398499,2
Iceland,,Europe,7.525100231170654,1.8807179927825928,1.616525411605835,0.7183446884155273,0.8185086846351624,0.2583437860012054,0.1824727058410644,3
Sweden,,Europe,7.344099998474121,1.8781455755233765,1.500826120376587,0.7238714694976807,0.8382693529129028,0.2214551717042923,0.523795485496521,4
Israel,,Asia,7.341100215911865,1.8029335737228391,1.5127928256988523,0.7398161888122559,0.6414628624916077,0.1532054543495178,0.1928226798772812,5
Netherlands,,Europe,7.319399833679199,1.9006567001342771,1.4620469808578491,0.705882728099823,0.7250812649726868,0.2473612427711486,0.3724209666252136,6
Norway,,Europe,7.301700115203857,1.9519555568695068,1.5165399312973022,0.7037922143936157,0.8353757262229919,0.2241426408290863,0.4839325547218323,7
Luxembourg,,Europe,7.1219000816345215,2.1405189037323,1.354625582695007,0.707603931427002,0.8012130856513977,0.1456821858882904,0.4324110150337219,8
Switzerland,CHE,Europe,7.060200214385986,1.970268487930298,1.4249322414398191,0.7467435002326965,0.7591595649719238,0.1733064353466034,0.4976126551628113,9
Australia,,Australia,7.0569000244140625,1.854258418083191,1.4610912799835205,0.6920179724693298,0.7562706470489502,0.225207895040512,0.3233519196510315,10
New Zealand,,Australia,7.029200077056885,1.810348868370056,1.5269402265548706,0.672621488571167,0.7455471754074097,0.2260822802782058,0.4802168905735016,11
Costa Rica,,South America,6.955399990081787,1.5606451034545898,1.3730103969573977,0.6608455777168274,0.7965115308761597,0.1085075736045837,0.1229485422372818,12
Kuwait,,Asia,6.951399803161621,1.8450720310211184,1.363654375076294,0.6611782908439636,0.8265801668167114,0.1995194405317306,0.1716664284467697,13
Austria,,Europe,6.904699802398682,1.8852653503417969,1.336396098136902,0.6961738467216492,0.7027449011802673,0.2138813734054565,0.3045547604560852,14
Canada,,North America,6.899600028991699,1.8397207260131836,1.4586304426193235,0.7010210156440735,0.7300763726234436,0.2302014231681823,0.3682193458080292,15
Belgium,,Europe,6.894199848175049,1.8680410385131836,1.4404232501983645,0.6899329423904419,0.7287610173225403,0.1704674661159515,0.3108013570308685,16
Ireland,,Europe,6.8379998207092285,2.128828525543213,1.3898677825927734,0.6996371746063232,0.7576206922531128,0.2051975578069687,0.4181419312953949,17
Czechia,,Europe,6.821800231933594,1.783191442489624,1.511010766029358,0.637978196144104,0.7865010499954224,0.176848754286766,0.0678525269031524,18
Lithuania,,Europe,6.817500114440918,1.7656822204589844,1.4535820484161377,0.5983978509902954,0.532685399055481,0.0438363291323185,0.1158435940742492,19
United Kingdom,GBR,Europe,6.749000072479248,1.8222154378890991,1.3261128664016724,0.6719276905059814,0.7131040692329407,0.2665885388851166,0.3513416647911072,20
Slovenia,,Europe,6.743299961090088,1.785599946975708,1.5022037029266355,0.6947828531265259,0.789495587348938,0.1574997752904892,0.130591869354248,21
United Arab Emirates,,Asia,6.733099937438965,1.9831197261810305,1.163949728012085,0.5625772476196289,0.8149963617324829,0.2089317888021469,0.2583046853542328,22
United States,USA,North America,6.724800109863281,1.9388630390167236,1.3917354345321655,0.5424013733863831,0.5863540172576904,0.2232856452465057,0.1691507995128631,23
Germany,,Europe,6.718500137329102,1.8713324069976809,1.3896832466125488,0.7024111151695251,0.6998473405838013,0.1741626411676406,0.3678144812583923,24
