country,country_code,region,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom,generosity,corruption,happiness_rank
Vietnam,,Asia,5.36,0.63216,,0.7467600000000001,0.59444,0.1686,,68
Turkey,,Asia,5.332000000000002,1.06098,,0.73172,0.22815,0.12253,,69
Kyrgyzstan,,Asia,5.2860000000000005,0.47428,,0.65088,0.43477,0.3003,,70
Nigeria,,Africa,5.268,0.65435,,0.16007,0.34334,0.27233,,71
Azerbaijan,,Asia,5.2120000000000015,1.02389,,0.64045,0.3703,0.07799,,72
Pakistan,,Asia,5.194,0.59543,,0.51466,0.12102,0.33671,,73
Jordan,,Asia,5.192,0.90198,,0.69639,0.4066099999999999,0.1105299999999999,,74
Montenegro,,Europe,5.192,0.97438,,0.72521,0.1826,0.1614,,75
China,CHN,Asia,5.14,0.89012,,0.81658,0.5169699999999999,0.08185,,76
Zambia,,Africa,5.129,0.47038,,0.29924,0.48827,0.19591,,77
Romania,,Europe,5.124,1.04345,,0.7689,0.35068,0.13748,,78
Serbia,,Europe,5.122999999999998,0.92053,,0.74836,0.20107,0.1923099999999999,,79
Portugal,,Europe,5.102,1.15991,,0.8751899999999999,0.51469,0.13719,,80
Latvia,,Europe,5.098,1.11312,,0.72437,0.29671,0.1822599999999999,,81
Philippines,,Asia,5.073,0.70532,,0.58114,0.62545,0.24991,,82
Morocco,,Africa,5.013,0.7347899999999999,,0.60954,0.4169100000000001,0.07172,,83
Albania,,Europe,4.959,0.8786700000000001,,0.81325,0.35733,0.14272,,84
Bosnia and Herzegovina,,Europe,4.949,0.8322299999999999,,0.79081,0.09245,0.24808,,85
Dominican Republic,,South America,4.885,0.8953700000000001,,0.66825,0.57672,0.21684,,86
Mongolia,,Asia,4.874,0.82819,,0.60268,0.43626,0.3323,,87
Greece,,Europe,4.857,1.15406,,0.88213,0.07699,0.0,,88
Lebanon,,Asia,4.8389999999999995,1.02564,,0.83947,0.33916,0.21854,,89
Hungary,,Europe,4.8,1.12094,,0.75905,0.3211199999999999,0.128,,90
Honduras,,South America,4.788,0.59532,,0.6951,0.40148,0.2302699999999999,,91
Tajikistan,,Asia,4.7860000000000005,0.39047,,0.5737899999999999,0.47216,0.22974,,92
Tunisia,,Africa,4.739,0.88113,,0.73793,0.26268,0.06431,,93
Palestinian Territories,,Asia,4.715,0.59867,,0.66015,0.24499,0.1125099999999999,,94
Bangladesh,,Asia,4.694,0.39753,,0.60164,0.4082,0.21222,,95
Iran,,Asia,4.686,1.0088,,0.69805,0.30033,0.38086,,96
Ukraine,,Europe,4.681,0.79907,,0.6739,0.25123,0.15275,,97
Iraq,,Asia,4.677,0.98549,,0.60237,0.0,0.17922,,98
South Africa,,Africa,4.6419999999999995,0.92049,,0.27688,0.33207,0.1197299999999999,,99
Ghana,,Africa,4.633,0.5455800000000001,,0.4013199999999999,0.4234199999999999,0.23087,,100
Zimbabwe,,Africa,4.61,0.271,,0.33475,0.25861,0.18987,,101
Liberia,,Africa,4.5710000000000015,0.0712,,0.34201,0.28531,0.2436199999999999,,102
India,,Asia,4.565,0.64499,,0.5152899999999999,0.39786,0.26475,,103
Haiti,,South America,4.518,0.26673,,0.38847,0.24425,0.46187,,104
Congo (Kinshasa),,Africa,4.5169999999999995,0.0,,0.09806,0.22605,0.24834,,105
Nepal,,Asia,4.513999999999999,0.3599699999999999,,0.5687399999999999,0.38282,0.3229599999999999,,106
Ethiopia,,Africa,4.512,0.1907299999999999,,0.44055,0.4345,0.24325,,107
Sierra Leone,,Africa,4.507,0.33024,,0.0,0.4084,0.21488,,108
Mauritania,,Africa,4.436,0.45407,,0.35874,0.2423199999999999,0.2189999999999999,,109
Kenya,,Africa,4.419,0.36471,,0.41435,0.42215,0.37542,,110
Armenia,,Asia,4.35,0.7682100000000001,,0.7299,0.19847,0.07855,,111
Botswana,,Africa,4.332,0.99355,,0.04776,0.49495,0.10461,,112
Myanmar,,Asia,4.3069999999999995,0.27108,,0.4824600000000001,0.44017,0.79588,,113
Georgia,,Asia,4.297,0.7419,,0.72926,0.4057699999999999,0.05547,,114
Malawi,,Africa,4.292,0.01604,,0.22562,0.43054,0.33128,,115
Sri Lanka,,Asia,4.271,0.83524,,0.70806,0.5372600000000001,0.40828,,116
Cameroon,,Africa,4.252,0.4225,,0.2340199999999999,0.49309,0.20618,,117
Bulgaria,,Europe,4.218,1.01216,,0.76649,0.30587,0.11921,,118
Egypt,,Africa,4.194,0.8818,,0.61712,0.17288,0.11291,,119
Yemen,,Asia,4.077,0.5464899999999999,,0.40064,0.3557099999999999,0.09131,,120
Mali,,Africa,3.995,0.26074,,0.20583,0.3885699999999999,0.18798,,121
Congo (Brazzaville),,Africa,3.989,0.67866,,0.31051,0.41466,0.1238799999999999,,122
Uganda,,Africa,3.931,0.2110199999999999,,0.3386099999999999,0.4572699999999999,0.29066,,123
Senegal,,Africa,3.904,0.36498,,0.4354,0.36772,0.2084300000000001,,124
Gabon,,Africa,3.896,1.06024,,0.43372,0.31914,0.06822,,125
Niger,,Africa,3.845,0.0694,,0.29707,0.4769199999999999,0.19387,,126
Cambodia,,Asia,3.819,0.46038,,0.61114,0.66246,0.40359,,127
Tanzania,,Africa,3.781,0.2852,,0.38215,0.32878,0.3437699999999999,,128
Madagascar,,Africa,3.681,0.20824,,0.46721,0.19184,0.21333,,129
Chad,,Africa,3.667,0.34193,,0.1501,0.23501,0.18386,,130
Guinea,,South America,3.656,0.17417,,0.24009,0.37725,0.28657,,131
Ivory Coast,,Africa,3.655,0.46534,,0.15185,0.46866,0.20165,,132
Burkina Faso,,Africa,3.5869999999999997,0.2581199999999999,,0.27125,0.39493,0.2174699999999999,,133
Afghanistan,,Asia,3.575,0.31982,,0.30335,0.23414,0.3651,,134
Rwanda,,Africa,3.465,0.22208,,0.4286399999999999,0.59201,0.22628,,135
Benin,,Africa,3.34,0.28665,,0.3191,0.4845,0.1826,,136
Burundi,,Africa,2.905,0.0153,,0.22396,0.1185,0.19727,,137
Togo,,Africa,2.839,0.20868,,0.28443,0.36453,0.1668099999999999,,138
