country,country_code,region,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom,generosity,corruption,happiness_rank
Bangladesh,,Asia,4.456,0.562,0.928,0.723,0.527,0.166,,113
Iraq,,Asia,4.437,1.043,0.98,0.574,0.241,0.148,,114
Congo (Kinshasa),,Africa,4.418,0.094,1.125,0.357,0.2689999999999999,0.212,,115
Mali,,Africa,4.39,0.385,1.105,0.308,0.327,0.153,,116
Sierra Leone,,Africa,4.374,0.268,0.841,0.242,0.309,0.252,,117
Sri Lanka,,Asia,4.3660000000000005,0.949,1.265,0.831,0.47,0.244,,118
Myanmar,,Asia,4.36,0.71,1.181,0.555,0.525,0.5660000000000001,,119
Chad,,Africa,4.35,0.35,0.7659999999999999,0.192,0.174,0.198,,120
Ukraine,,Europe,4.332,0.82,1.39,0.7390000000000001,0.178,0.187,,121
Ethiopia,,Africa,4.2860000000000005,0.336,1.033,0.532,0.344,0.209,,122
Uganda,,Africa,4.189,0.332,1.069,0.4429999999999999,0.356,0.252,,123
Egypt,,Africa,4.166,0.913,1.039,0.644,0.241,0.076,,124
Zambia,,Africa,4.107,0.578,1.058,0.426,0.431,0.247,,125
Togo,,Africa,4.085,0.275,0.5720000000000001,0.41,0.293,0.177,,126
India,,Asia,4.015,0.755,0.765,0.588,0.498,0.2,,127
Liberia,,Africa,3.975,0.073,0.922,0.4429999999999999,0.37,0.233,,128
Madagascar,,Africa,3.933,0.2739999999999999,0.916,0.555,0.148,0.1689999999999999,,129
Burundi,,Africa,3.775,0.046,0.447,0.38,0.22,0.176,,130
Zimbabwe,,Africa,3.663,0.366,1.114,0.433,0.361,0.151,,131
Haiti,,South America,3.597,0.3229999999999999,0.688,0.449,0.026,0.419,,132
Botswana,,Africa,3.488,1.041,1.145,0.5379999999999999,0.455,0.025,,133
Malawi,,Africa,3.41,0.191,0.56,0.495,0.4429999999999999,0.218,,134
Yemen,,Asia,3.38,0.287,1.163,0.4629999999999999,0.143,0.108,,135
Rwanda,,Africa,3.3339999999999996,0.359,0.711,0.614,0.555,0.217,,136
Tanzania,,Africa,3.2310000000000003,0.476,0.885,0.499,0.417,0.276,,137
Afghanistan,,Asia,3.2030000000000003,0.35,0.517,0.361,0.0,0.158,,138
