country,country_code,region,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom,generosity,corruption,happiness_rank
Norway,,Europe,7.537000179290769,1.61646318435669,,0.796666502952576,0.635422587394714,0.36201223731041,,1
Denmark,,Europe,7.52199983596802,1.48238301277161,,0.7925655245780941,0.626006722450256,0.3552804887294771,,2
Iceland,,Europe,7.50400018692017,1.480633020401,,0.8335521221160892,0.6271626353263849,0.475540220737457,,3
Switzerland,CHE,Europe,7.49399995803833,1.5649795532226598,,0.858131289482117,0.620070576667786,0.2905492782592769,,4
Finland,,Europe,7.468999862670901,1.44357192516327,,0.80915766954422,0.6179508566856379,0.24548277258873,,5
Netherlands,,Europe,7.3769998550415,1.50394463539124,,0.8106961250305179,0.5853844881057739,0.470489829778671,,6
Canada,,North America,7.31599998474121,1.47920441627502,,0.83455765247345,0.611100912094116,0.435539722442627,,7
New Zealand,,Australia,7.31400012969971,1.40570604801178,,0.816759705543518,0.6140621304512021,0.500005125999451,,8
Sweden,,Europe,7.28399991989136,1.49438726902008,,0.830875158309937,0.612924098968506,0.3853992521762849,,9
Australia,,Australia,7.28399991989136,1.4844149351120002,,0.84388679265976,0.601607382297516,0.477699249982834,,10
Israel,,Asia,7.212999820709231,1.3753824234008798,,0.83840399980545,0.4059886038303379,0.330082654953003,,11
Costa Rica,,South America,7.0789999961853,1.10970628261566,,0.7595092654228209,0.580131649971008,0.214613229036331,,12
Austria,,Europe,7.00600004196167,1.48709726333618,,0.8153284192085269,0.567766189575195,0.316472321748734,,13
United States,USA,North America,6.993000030517581,1.54625928401947,,0.7742866277694699,0.505740523338318,0.392578780651093,,14
Ireland,,Europe,6.977000236511231,1.5357066392898602,,0.8097826242446899,0.5731103420257571,0.42785832285881,,15
Germany,,Europe,6.9510002136230495,1.48792338371277,,0.798950731754303,0.562511384487152,0.336269170045853,,16
Belgium,,Europe,6.89099979400635,1.46378076076508,,0.8180918693542479,0.5397707223892211,0.2315033376216889,,17
Luxembourg,,Europe,6.86299991607666,1.74194359779358,,0.845089495182037,0.59662789106369,0.283180981874466,,18
United Kingdom,GBR,Europe,6.71400022506714,1.44163393974304,,0.805335938930511,0.508190035820007,0.492774158716202,,19
Chile,,South America,6.65199995040894,1.25278460979462,,0.8194797039031979,0.376895278692245,0.3266624212265011,,20
United Arab Emirates,,Asia,6.6479997634887695,1.6263433694839498,,0.726798236370087,0.60834527015686,0.3609419465065,,21
Brazil,,South America,6.6350002288818395,1.10735321044922,,0.6165523529052729,0.437453746795654,0.1623498946428299,,22
Czech Republic,,Europe,6.60900020599365,1.35268235206604,,0.754444003105164,0.4909461736679079,0.0881067588925362,,23
Argentina,,South America,6.59899997711182,1.18529546260834,,0.695137083530426,0.4945192039012911,0.109457060694695,,24
Mexico,,North America,6.57800006866455,1.15318381786346,,0.709978997707367,0.412730008363724,0.1209904327988619,,25
Singapore,,Asia,6.57200002670288,1.69227766990662,,0.9494923949241642,0.549840569496155,0.345965981483459,,26
Malta,,Europe,6.52699995040894,1.34327983856201,,0.821944236755371,0.588767051696777,0.5747305750846861,,27
Guatemala,,South America,6.4539999961853,0.872001945972443,,0.540239989757538,0.5313106179237371,0.283488392829895,,28
Uruguay,,South America,6.4539999961853,1.21755969524384,,0.719216823577881,0.5793922543525699,0.175096929073334,,29
Panama,,South America,6.4520001411438,1.23374843597412,,0.706156134605408,0.550026834011078,0.21055693924427,,30
France,,Europe,6.44199991226196,1.43092346191406,,0.8444658517837521,0.470222115516663,0.129762306809425,,31
Thailand,,Asia,6.4239997863769505,1.12786877155304,,0.647239029407501,0.580200731754303,0.572123110294342,,32
Spain,,Europe,6.40299987792969,1.38439786434174,,0.888960599899292,0.408781230449677,0.190133571624756,,33
Colombia,,South America,6.35699987411499,1.07062232494354,,0.595027923583984,0.4774874150753019,0.1490144729614259,,34
Saudi Arabia,,Asia,6.343999862670901,1.53062355518341,,0.590148329734802,0.449750572443008,0.147616013884544,,35
Kuwait,,Asia,6.10500001907349,1.63295245170593,,0.6321057081222529,0.4963375926017759,0.228289797902107,,36
Slovakia,,Europe,6.09800004959106,1.32539355754852,,0.712732911109924,0.295817464590073,0.136544480919838,,37
