country,happiness_score,gdp_per_capita,social_support,health,freedom,generosity,corruption,dystopia_residual,continent
France,6.661300182342529,1.8556448221206665,1.4334245920181274,0.5659090876579285,0.5816452503204346,0.0826210081577301,0.2696537375450134,1.872446060180664,Europe
Slovenia,6.649899959564209,1.815317153930664,1.5388127565383911,0.5318995714187622,0.7074655294418335,0.1441578716039657,0.1130580455064773,1.7991509437561035,Europe
Costa Rica,6.608500003814697,1.5869576930999756,1.3395427465438845,0.503240168094635,0.6831671595573425,0.0989776253700256,0.1155191212892532,2.2810611724853516,South America
Romania,6.589099884033203,1.7259292602539062,1.2797365188598633,0.4228858947753906,0.6309942007064819,0.044280145317316,0.0,2.4853105545043945,Europe
Singapore,6.586699962615967,2.1679413318634033,1.3544509410858154,0.6067776083946228,0.6600772142410278,0.1700936704874038,0.5608206987380981,1.0665555000305176,Asia
United Arab Emirates,6.571199893951416,2.0150415897369385,1.2230294942855835,0.4008787274360657,0.745395302772522,0.1877742558717727,0.2473245859146118,1.751781940460205,Asia
Taiwan Province of China,6.535399913787842,1.890334725379944,1.371842384338379,0.4923414885997772,0.5619380474090576,0.067239299416542,0.1777113676071167,1.974016189575195,Asia
Uruguay,6.493899822235107,1.617422103881836,1.4445520639419556,0.4351235330104828,0.6834053993225098,0.1017609983682632,0.2539240717887878,1.9577207565307615,South America
Slovakia,6.468599796295166,1.7310861349105835,1.5439553260803225,0.4715751409530639,0.4944794178009033,0.1276090145111084,0.0223858673125505,2.0775585174560547,Europe
Saudi Arabia,6.462600231170654,1.8609226942062376,1.3704391717910769,0.3506397604942322,0.6815623044967651,0.0931576117873191,0.1703143268823623,1.9355592727661133,Asia
Estonia,6.4552001953125,1.7984774112701416,1.5264379978179932,0.4937084913253784,0.7281054854393005,0.153474286198616,0.3721884787082672,1.3828096389770508,Europe
Spain,6.436200141906738,1.7981053590774536,1.4913617372512815,0.5672692060470581,0.5329196453094482,0.1010577678680419,0.1565551459789276,1.7889785766601562,Europe
Italy,6.4045000076293945,1.8317288160324097,1.364630103111267,0.5590959787368774,0.437638372182846,0.0969720631837844,0.0625555664300918,2.0519046783447266,Europe
Kosovo,6.367599964141846,1.3744702339172363,1.2692053318023682,0.3723197281360626,0.6385247111320496,0.2752449214458465,0.0451008528470993,2.392719030380249,Europe
Chile,6.333799839019775,1.645203709602356,1.3837307691574097,0.5114095211029053,0.5464231371879578,0.1305136084556579,0.0761675387620925,2.040321350097656,South America
Mexico,6.329500198364258,1.550388216972351,1.168708324432373,0.3888042569160461,0.6315385103225708,0.0862316414713859,0.1151318550109863,2.3887288570404053,North America
Malta,6.299900054931641,1.84134578704834,1.4684698581695557,0.5468358397483826,0.6706803441047668,0.2004493474960327,0.1434133499860763,1.4286656379699707,Europe
Panama,6.264500141143799,1.713736891746521,1.4018425941467283,0.4746385812759399,0.6300383806228638,0.0648609921336174,0.0363806672394275,1.9430456161499023,South America
Poland,6.259699821472168,1.7667744159698486,1.4744794368743896,0.4773264229297638,0.5107993483543396,0.1198244765400886,0.138614073395729,1.7718477249145508,Europe
Nicaragua,6.258800029754639,1.1085658073425293,1.291988730430603,0.3847053647041321,0.6597586274147034,0.1476614624261856,0.2178028523921966,2.4483234882354736,South America
Latvia,6.212699890136719,1.73714280128479,1.5049731731414795,0.4051622152328491,0.580150842666626,0.1066086217761039,0.0707940086722374,1.8078765869140625,Europe
Bahrain,6.1732001304626465,1.8825600147247312,1.2693383693695068,0.3894852697849273,0.7483083009719849,0.1992207467555999,0.1378032565116882,1.546459674835205,Asia
Guatemala,6.150300025939941,1.287179708480835,1.188223958015442,0.3097888827323913,0.6311976909637451,0.1057083457708358,0.0662645101547241,2.5619683265686035,North America
Kazakhstan,6.143899917602539,1.6638872623443604,1.4906219244003296,0.3888514637947082,0.6275635957717896,0.1361722648143768,0.1487179398536682,1.688058853149414,Asia
Serbia,6.143599987030029,1.551958441734314,1.3431038856506348,0.4238874316215515,0.6166508793830872,0.2458843737840652,0.0806943476200103,1.8814105987548828,Europe
Cyprus,6.130000114440918,1.823535442352295,1.2244642972946167,0.5795837640762329,0.4554170072078705,0.1042241603136062,0.0496397875249385,1.893101692199707,Asia
Japan,6.129000186920166,1.825132131576538,1.3963241577148438,0.6217486262321472,0.5560483932495117,0.009303618222475,0.2071253806352615,1.5133357048034668,Asia
Croatia,6.125,1.72653329372406,1.454584717750549,0.4746306836605072,0.4996632039546966,0.086722083389759,0.0027265360113233,1.880109786987305,Europe
Brazil,6.124599933624268,1.4544808864593506,1.250219464302063,0.3874067068099975,0.5584881901741028,0.1314038187265396,0.1370965987443924,2.205469846725464,South America
El Salvador,6.121600151062012,1.2776421308517456,1.0442631244659424,0.3832708299160003,0.7131232619285583,0.07853514701128,0.2216674536466598,2.403146743774414,South America
Hungary,6.041200160980225,1.7544872760772705,1.5188888311386108,0.4351357817649841,0.5005857944488525,0.104682870209217,0.064628392457962,1.6627883911132812,Europe
Argentina,6.02370023727417,1.5895475149154663,1.3881741762161257,0.4269517362117767,0.5868987441062927,0.0884210467338562,0.0824252068996429,1.8612570762634275,South America
Honduras,6.022500038146973,1.114858865737915,1.0716112852096558,0.3414770364761352,0.6134178042411804,0.1886652708053589,0.0617339015007019,2.630737781524658,South America
Uzbekistan,6.0142998695373535,1.2271769046783447,1.3474141359329224,0.3751948475837707,0.7402471899986267,0.2595858573913574,0.2083743214607238,1.8563084602355957,Asia
Malaysia,6.01230001449585,1.6649701595306396,1.155066728591919,0.3850533664226532,0.6588239669799805,0.2220573723316192,0.1222098991274833,1.804088115692139,Asia
Portugal,5.9679999351501465,1.7580631971359253,1.3555439710617063,0.5373093485832214,0.693030834197998,0.0312276612967252,0.0365390144288539,1.556326389312744,Europe
South Korea,5.951099872589111,1.85275399684906,1.1879149675369265,0.6026955842971802,0.4460399150848388,0.1116351261734962,0.1632450670003891,1.586768627166748,Asia
Greece,5.9309000968933105,1.707674264907837,1.246871829032898,0.5345674753189087,0.2478878051042556,0.0078917583450675,0.0973174944519996,2.088672399520874,Europe
Mauritius,5.902299880981445,1.5889784097671509,1.3817156553268433,0.3356765806674957,0.5739434361457825,0.12128746509552,0.1104367524385452,1.790236473083496,Africa
Thailand,5.8429999351501465,1.5151944160461426,1.344265341758728,0.4609982073307037,0.6237058639526367,0.2913073003292084,0.0133933015167713,1.5941057205200195,Asia
Mongolia,5.840199947357178,1.379249095916748,1.494107365608215,0.2443949729204177,0.4251952171325683,0.2386225461959839,0.057564903050661,2.0010533332824707,Asia
Kyrgyzstan,5.825300216674805,1.0612764358520508,1.4393519163131714,0.4174804985523224,0.7354274392127991,0.2337346673011779,0.0181207656860351,1.9199013710021973,Asia
Moldova,5.819200038909912,1.424565315246582,1.301645278930664,0.375155359506607,0.609571099281311,0.0934622064232826,0.0202222354710102,1.994591474533081,Europe
China,5.81790018081665,1.5103861093521118,1.2487590312957764,0.4675142765045166,0.6656950116157532,0.1145495027303695,0.1445867121219635,1.6664276123046875,Asia
Vietnam,5.763299942016602,1.3485907316207886,1.2119914293289185,0.3806960880756378,0.7412129044532776,0.134476751089096,0.1219411492347717,1.8244390487670896,Asia
Paraguay,5.737800121307373,1.4284915924072266,1.4265047311782837,0.3915253579616546,0.6776077151298523,0.1475609242916107,0.0619564168155193,1.6041193008422852,South America
Montenegro,5.7221999168396,1.5371142625808716,1.3849304914474487,0.4242248237133026,0.5633713006973267,0.1704930365085601,0.0606328509747982,1.5813961029052734,Europe
Jamaica,5.702700138092041,1.3047146797180176,1.328620672225952,0.4106014668941498,0.5865006446838379,0.0794193893671035,0.0386943221092224,1.9541537761688232,South America
Bolivia,5.684299945831299,1.2401587963104248,1.1872327327728271,0.3288326859474182,0.6476932764053345,0.102779135107994,0.0596605651080608,2.1179699897766113,South America
Russia,5.660699844360352,1.679553747177124,1.3825452327728271,0.3655700087547302,0.4494249522686004,0.1201427057385444,0.0914456471800804,1.5719919204711914,Europe
Bosnia and Herzegovina,5.632500171661377,1.4665228128433228,1.361424684524536,0.4289939105510711,0.4850519001483917,0.2471783906221389,0.0082740448415279,1.6350252628326416,Europe
Colombia,5.63040018081665,1.4552850723266602,1.2133201360702517,0.4855212867259979,0.5623914003372192,0.0804615467786789,0.0684342458844184,1.7649869918823242,South America
Dominican Republic,5.568900108337402,1.5363973379135132,1.2269470691680908,0.3506306111812591,0.6232869029045105,0.0834235027432441,0.1950357407331466,1.553220272064209,South America
Ecuador,5.558899879455566,1.342591404914856,1.1731176376342771,0.4759995639324188,0.5596871376037598,0.0786596834659576,0.0691367164254188,1.8597559928894043,South America
Peru,5.525899887084961,1.389684557914734,1.1534433364868164,0.4991487860679626,0.5492284297943115,0.0726614668965339,0.0267723444849252,1.835005760192871,South America
Philippines,5.522900104522705,1.2380532026290894,1.1078919172286987,0.2862890660762787,0.714474618434906,0.1042976453900337,0.1411037892103195,1.9308080673217771,Asia
Bulgaria,5.466100215911865,1.6354175806045532,1.4572725296020508,0.4078706204891205,0.5574341416358948,0.105940893292427,0.0129713676869869,1.2891979217529297,Europe
Nepal,5.360300064086914,0.9788516759872437,1.0268685817718506,0.2810980975627899,0.5672988295555115,0.2147323489189148,0.1043697968125343,2.1870367527008057,Asia
Armenia,5.341700077056885,1.4661458730697632,1.1339071989059448,0.442997008562088,0.5508717894554138,0.0530974417924881,0.1601970940828323,1.5344746112823486,Asia
Tajikistan,5.329800128936768,0.971865713596344,1.2484393119812012,0.2914117574691772,0.5993067622184753,0.1043679565191268,0.2918874621391296,1.8225278854370115,Asia
Algeria,5.329100131988525,1.3533517122268677,1.2980681657791138,0.409218281507492,0.2523039579391479,0.0734545439481735,0.1519797146320343,1.7906951904296875,Africa
Hong Kong S.A.R. of China,5.308499813079834,1.9509402513504028,1.201336145401001,0.7015898823738098,0.4067972898483276,0.122539222240448,0.3899929225444793,0.5352563858032227,Asia
Albania,5.277299880981445,1.449203372001648,0.9512205123901368,0.4800824522972107,0.5491721034049988,0.1327116936445236,0.0365266352891922,1.678424596786499,Europe
Indonesia,5.276899814605713,1.383815884590149,1.1686501502990725,0.3138144016265869,0.6633294224739075,0.4215450584888458,0.0380328819155693,1.287672519683838,Asia
South Africa,5.274600028991699,1.416947603225708,1.4279369115829468,0.1487330049276352,0.4636710882186889,0.0899508744478225,0.0193011369556188,1.708012580871582,Africa
Congo (Brazzaville),5.267099857330322,0.9211781620979308,0.6650123000144958,0.1449476927518844,0.4636250734329223,0.134102925658226,0.1360215097665786,2.8022170066833496,
North Macedonia,5.253600120544434,1.4978708028793335,1.1705783605575562,0.4078864157199859,0.5154193043708801,0.2068475484848022,0.0196072030812501,1.4354314804077148,Europe
Venezuela,5.210599899291992,0.0,1.256657600402832,0.3411180377006531,0.3686979711055755,0.2053084671497345,0.0842720121145248,2.9545605182647705,South America
Laos,5.1107001304626465,1.2321990728378296,0.8528011441230774,0.2565376162528991,0.7148841023445129,0.1852510720491409,0.1622828990221023,1.706761360168457,Asia
Georgia,5.109099864959717,1.477461338043213,0.946830987930298,0.3656463027000427,0.5387157797813416,0.0,0.2006958723068237,1.5797457695007324,Asia
Guinea,5.071700096130371,0.8441724181175232,0.7762272357940674,0.0723448619246482,0.3687091469764709,0.2036073207855224,0.1017964407801628,2.7048754692077637,South America
Ukraine,5.071400165557861,1.3581942319869995,1.354416847229004,0.3547505140304565,0.5506308674812317,0.2653694748878479,0.016009135171771,1.1720647811889648,Europe
Ivory Coast,5.052700042724609,1.0937527418136597,0.5835306644439697,0.1204984113574028,0.4671021997928619,0.1379445940256118,0.1312476843595504,2.518609523773194,Africa
Gabon,5.0346999168396,1.4384474754333496,1.020937442779541,0.1831405758857727,0.3461649715900421,0.0360904298722744,0.1022647842764854,1.9076285362243652,Africa
Nigeria,4.980599880218506,1.064864993095398,1.0065486431121826,0.0915655568242073,0.4481388330459595,0.1755182892084121,0.0128370989114046,2.1811468601226807,Africa
Cameroon,4.973199844360352,0.9647701978683472,0.8712012767791748,0.1176218315958976,0.4053886234760284,0.1443520635366439,0.0592531487345695,2.410613536834717,Africa
Mozambique,4.953999996185303,0.5700973868370056,0.8853094577789307,0.0,0.6252136826515198,0.161483347415924,0.1924102157354354,2.5194859504699707,Africa
Iraq,4.940899848937988,1.2809834480285645,0.9525938034057616,0.3238136172294616,0.3514840006828308,0.1335340589284896,0.037837091833353,1.8606204986572263,Asia
State of Palestine,4.907800197601318,1.1439604759216309,1.3088682889938354,,0.4163284003734588,0.0654085502028465,0.0668237879872322,,Asia
Morocco,4.9028000831604,1.2360212802886963,0.5349344611167908,0.3370566666126251,0.5397968888282776,0.0126048903912305,0.0847086757421493,2.157698631286621,Africa
Iran,4.876299858093262,1.4645715951919556,1.1018677949905396,0.4106000363826751,0.2806774079799652,0.2292178571224212,0.1304022669792175,1.258958101272583,Asia
Senegal,4.855100154876709,0.9427269101142884,0.7273567318916321,0.230744406580925,0.5189372897148132,0.1422114372253418,0.0595914870500564,2.233576774597168,Africa
Mauritania,4.723899841308594,1.0989632606506348,0.7642542123794556,0.2437156289815902,0.3201403021812439,0.1295636445283889,0.1946565061807632,1.9725751876831057,Africa
Burkina Faso,4.637599945068359,0.7675022482872009,0.8137190341949463,0.107109248638153,0.4189414381980896,0.1876003295183181,0.1129720658063888,2.229743242263794,Africa
Namibia,4.630799770355225,1.2889835834503174,1.125555157661438,0.1449827253818512,0.3830368816852569,0.0690532252192497,0.0707006379961967,1.5485124588012695,Africa
Turkey,4.613500118255615,1.714365839958191,1.1479283571243286,0.4668031334877014,0.1246653720736503,0.0951079279184341,0.0961173549294471,0.9685473442077636,Asia
Ghana,4.605000019073486,1.1006957292556765,0.7561179399490356,0.1970632523298263,0.5259996056556702,0.2111475020647049,0.0347787030041217,1.7792224884033203,Africa
Pakistan,4.5553998947143555,1.0808181762695312,0.6567456722259521,0.1575480848550796,0.5110501050949097,0.1406246274709701,0.1020449548959732,1.9065701961517336,Asia
Niger,4.501299858093262,0.5610174536705017,0.6282872557640076,0.1367724686861038,0.5404208898544312,0.1537584811449051,0.1400602012872696,2.341014623641968,Africa
Tunisia,4.496699810028076,1.3330357074737549,0.9811620116233826,0.4215024709701538,0.2592920660972595,0.022359324619174,0.0160100311040878,1.4633100032806396,Africa
Kenya,4.486599922180176,1.0513869524002075,0.8807329535484314,0.1898628622293472,0.4177796840667724,0.2910186350345611,0.0549152977764606,1.6008830070495603,Africa
Sri Lanka,4.4415998458862305,1.4217795133590698,1.2241677045822144,0.4255845248699188,0.5388301610946655,0.1203411072492599,0.0863809511065483,0.6245477199554443,Asia
Uganda,4.432499885559082,0.7850960493087769,1.1435365676879885,0.2011489421129226,0.4253447353839874,0.1974560320377349,0.05148147046566,1.628458023071289,Africa
Chad,4.396599769592285,0.6220396757125854,0.9616597890853882,0.043452650308609,0.3926881551742553,0.2550949156284332,0.0876548662781715,2.0340559482574463,Africa
Cambodia,4.393499851226807,1.02503502368927,1.023516058921814,0.282532125711441,0.767534077167511,0.1757676303386688,0.0514887273311615,1.0675981044769287,Asia
Benin,4.373700141906738,0.9240769147872924,0.241819828748703,0.1243779957294464,0.4813438951969147,0.1136158779263496,0.2531726062297821,2.235269069671631,Africa
Myanmar,4.372499942779541,1.0319167375564575,1.1250338554382324,0.2685952186584472,0.4597600102424621,0.4000890254974365,0.1938514858484268,0.8932301998138428,Asia
Bangladesh,4.282100200653076,1.1326640844345093,0.5131068229675293,0.354702889919281,0.6166136264801025,0.1391410231590271,0.1653891950845718,1.3605048656463623,Asia
Gambia,4.279399871826172,0.7607241868972778,0.613659143447876,0.1735555380582809,0.285875141620636,0.331843614578247,0.0332523509860038,2.080531358718872,Africa
Mali,4.197800159454346,0.7633607387542725,0.6369125247001648,0.1055183783173561,0.4407233595848083,0.1212945505976677,0.0594972223043441,2.0704944133758545,Africa
Egypt,4.170499801635742,1.377242088317871,0.9719079732894896,0.3262195885181427,0.4667979478836059,0.0382935814559459,0.2498649358749389,0.7401983737945557,Africa
Togo,4.137400150299072,0.7698516249656677,0.6416472792625427,0.1612667590379715,0.3669990599155426,0.1493128091096878,0.1355752795934677,1.9126982688903809,Africa
Jordan,4.119800090789795,1.292441964149475,0.9797879457473756,0.437848150730133,0.5169684290885925,0.0560109168291091,0.1732563376426696,0.6634490489959717,Asia
Ethiopia,4.09060001373291,0.7933301329612732,1.114328145980835,0.2497992068529129,0.4506298005580902,0.2830777466297149,0.1005913540720939,1.0988726615905762,Africa
Liberia,4.042300224304199,0.6276428699493408,0.6442357301712036,0.1408595144748687,0.4705756604671478,0.2192319184541702,0.0709377527236938,1.868776798248291,African
India,4.035799980163574,1.1592427492141724,0.6741873025894165,0.2519409656524658,0.6854270696640015,0.1749284863471985,0.1113842353224754,0.9786405563354492,Asia
Madagascar,4.019100189208984,0.6324694752693176,0.779421865940094,0.1776424795389175,0.1866349130868911,0.1769071072340011,0.1341326534748077,1.9319255352020264,
Zambia,3.982199907302856,0.9135203957557678,0.8896535038948059,0.0954158306121826,0.544572651386261,0.1892215311527252,0.0798871964216232,1.2699575424194336,Africa
Tanzania,3.69379997253418,0.8358948826789856,0.786942183971405,0.2144659757614135,0.6071901917457581,0.2340774834156036,0.2687550783157348,0.7465043067932129,Africa
Comoros,3.5452001094818115,0.9137858152389526,0.3268284797668457,0.215106651186943,0.1174107640981674,0.1287686973810196,0.1447512507438659,1.6985520124435425,Africa
Malawi,3.495199918746948,0.6365268230438232,0.4785695374011993,0.1892317533493042,0.4902315735816955,0.1392176896333694,0.1290287524461746,1.4324421882629397,Africa
Botswana,3.43530011177063,1.4713940620422363,1.040647029876709,0.087047278881073,0.4798691272735595,0.021277192980051,0.0706936791539192,0.2643465995788574,Africa
Congo (Kinshasa),3.207200050354004,0.530779242515564,0.7837467789649963,0.1047576591372489,0.3754723072052002,0.1825731843709945,0.0682871267199516,1.1615803241729736,Africa
Zimbabwe,3.2035000324249268,0.7582786083221436,0.8805129528045654,0.0686527863144874,0.362508088350296,0.1116265505552291,0.1171147674322128,0.904855728149414,Africa
Sierra Leone,3.1375999450683594,0.6696986556053162,0.5403425097465515,0.0918114781379699,0.3709074258804321,0.1927306503057479,0.0510768257081508,1.2210063934326172,Africa
Lebanon,2.392199993133545,1.4169986248016355,0.4759355783462524,0.3983083367347717,0.1227709203958511,0.0608237087726593,0.0272078104317188,-0.1097984313964843,Asia
Afghanistan,1.8589999675750732,0.6445997953414917,0.0,0.086704283952713,0.0,0.0929649621248245,0.0586440935730934,0.976064920425415,Asia
