LocID,LocTypeName,ParentID,Location,PopMale,PopFemale,PopTotal,PopDensity
108,Country/Area,910.0,Burundi,5709.445,5797.317,11506.762,443.421
174,Country/Area,910.0,Comoros,380.485,376.185,756.669,406.593
262,Country/Area,910.0,Djibouti,523.678,531.163,1054.841,45.506
232,Country/Area,910.0,Eritrea,1551.427,1598.92,3150.347,26.005
231,Country/Area,910.0,Ethiopia,55012.166,54654.315,109666.481,109.666
404,Country/Area,910.0,Kenya,24499.409,24698.357,49197.766,84.717
450,Country/Area,910.0,Madagascar,13437.209,13351.165,26788.375,46.044
454,Country/Area,910.0,Malawi,8786.947,9252.769,18039.715,190.791
480,Country/Area,910.0,Mauritius,647.704,642.951,1290.655,635.791
175,Country/Area,910.0,Mayotte,124.609,140.555,265.164,707.105
508,Country/Area,910.0,Mozambique,13603.724,14562.67,28166.393,35.818
638,Country/Area,910.0,Réunion,410.401,448.353,858.754,343.502
646,Country/Area,910.0,Rwanda,5925.368,6276.693,12202.06,504.009
690,Country/Area,910.0,Seychelles,60.947,51.479,112.427,246.01
706,Country/Area,910.0,Somalia,7471.723,7444.907,14916.629,23.778
728,Country/Area,910.0,South Sudan,5051.91,5207.243,10259.154,18.185
800,Country/Area,910.0,Uganda,19875.318,20302.07,40177.388,201.081
834,Country/Area,910.0,United Republic of Tanzania,27558.719,28094.171,55652.89,62.828
894,Country/Area,910.0,Zambia,8625.731,8815.588,17441.32,23.462
716,Country/Area,910.0,Zimbabwe,7015.107,7797.375,14812.482,38.29
24,Country/Area,911.0,Angola,14938.928,15295.91,30234.839,24.252
120,Country/Area,911.0,Cameroon,12026.768,12101.833,24128.601,51.773
140,Country/Area,911.0,Central African Republic,2346.526,2446.985,4793.511,7.694
148,Country/Area,911.0,Chad,7835.854,7786.905,15622.759,12.407
178,Country/Area,911.0,Congo,2675.61,2675.401,5351.011,15.669
180,Country/Area,911.0,Democratic Republic of the Congo,43187.408,43895.99,87083.398,38.413
226,Country/Area,911.0,Equatorial Guinea,826.744,735.652,1562.396,55.7
266,Country/Area,911.0,Gabon,1100.239,1056.66,2156.9,8.371
678,Country/Area,911.0,Sao Tome and Principe,103.17,103.8,206.97,215.594
